employee_title,location,employee_status,review_title,pros,cons,rating_overall
Anonymous,,2 Apr 2018 ,account manager,"brilliant minds, good food, great facilities
","too much work pressure, dirty politics
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Systems Analyst,,24 Mar 2018 ,Great Pantry,"the pantry was the best thing
","most people who work there are over qualified
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Senior Software Engineer,Singapore,7 Feb 2018 ,Nice Place to work,"Awesome working place to work
","sleepless nights. countless meetings to attend
1 person found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,31 Jan 2018 ,Great Culture,"Great culture, good perks, smart people to work with
","The company is getting too big
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,28 Jan 2018 ,SPD,"Relaxed work culture and great benefits
","Not innovative enough, admin stuff
Advice to Management
Meet your customers
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,7 Dec 2017 ,Great place to work!,"culture of innovation 
freedom of expression
","slightly bureaucratic as it grows in size
Advice to Management
reduce layers of heirarchy
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Senior Technical Solutions Consultant,Singapore,13 Sept 2017 ,Best company to work for,,"ltant in Singapore
Recommend
CEO Approval
Business Outlook
Pros
Google is the best big company to work for on the planet. Period. The culture and openness standout for me more than the free food and drinks. You'll learn a lot from some amazing people from all walks of life. Great work life balance usually but also quite competitive.
Cons
Big company. You feel like you're not making so much of an impact at times. It isn't want it used to be. Director to VP levels can get quite political.
Advice to Management
Try and keep the small company vibe so people can feel impactful in their own way.
4 people found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,30 Sept 2017 ,Eat like a kimg,"Good and free food there
","Fast moving environment, political colleagues
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Recruiter,,17 Oct 2017 ,"Used to be great, now just a normal corporate. Not a place for work life balance.","Pay standard is still good. Good benefits and perks. Management's efforts for transparency is still better than most companies. People are still better than most companies.
","When I joined Google 7 years ago, I used to be amazed at people and culture every day. Over the time as the company grows to a large corporate with more hierarchy and corporate politics and most of founding management left, it's now just a normal company with corporate double talks and lack of transparency from management. People and culture are still better than most companies but not amazing any longer.
Also company wide issue is detaching from work. Over many years here, I've never seen a college doing well without doing overtime (might be possible in a large operational team though). People may leave the office early but will dial back in to work at night. It was okay when I was single but not when I need family time with 2 small kids. Burn outs are quite common as the performance evaluation is based on comparison to your peers who are bright talents and work 24/7.
6 people found this review helpful
Helpful
Share
Repor",1.0
Anonymous,,12 Sept 2017 ,Great work perks!,"Free food and Employee benefits
","Work life balance and lack of good execution
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,18 Aug 2017 ,"Smartest, kindest people","Smart people, Friendly colleagues, Good managers
","slowing down due to larger size of org
Advice to Management
be bold!
1 person found this review helpful
Helpful
Share
Repor",5.0
 Product Lead,Singapore,6 Aug 2017 ,Greatest place to work,"People to work with, scope of jobs and career opportunities, autonomy and trust, perks
","High internal and external competition for the same jobs
1 person found this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,5 Jul 2017 ,awesome company,"cultre salary people food offcie
","nothing nothing nothing nothing nothing nothing
Advice to Management
---
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Program Manager,,6 Jun 2017 ,Was of great culture,"Awesome benefits and good multi national multi cultural colleagues, i am asian and they actually thought that every asian knows martial arts!! LOL.
","Too much unneccessary legal process that slows down work and orders. getting in too many Politicial Managers.... less real work done.
Advice to Management
Stop favoritism, don't be in too hurry to recruit...it spoils the great culture you used to have...
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Account Strategist,Singapore,7 May 2017 ,Comfortable Working Environment,"The working environment is very comfortable. Most people are smart, friendly, and love the company. The total salary package is well over the market rates.
","As the company grows bigger, it's becoming more and more political. If you're not an engineer then getting good performance ratings and promotion takes a bit of skills.
Advice to Management
Be transparent about performance assessment and promote people based on the impact they make.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
,,10 Apr 2017 ,My internship experience,"- Diversity 
- Dynamic and helpful teams 
- Great workplace design to increase productivity
","- sometimes you have short time to socialise with a big group
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,9 Mar 2017 ,Software engineer,"Very Creative and driven people
","Not much cons here at Google
Be the first to find this review helpful
Helpful
Share
Repor",5.0
,,23 Feb 2017 ,Analyst,"Great Place to work at !
","Nothing that i can think of
Advice to Management
Continue the excellent work
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,21 Feb 2017 ,Best Job Ever,"Clearly the best pay and greatest work that I can do. Love my colleagues and enjoy their teaching and helping.
","Too comfortable sometimes. Probably not challenging enough to keep you active all the time.
Advice to Management
Keep becoming the greatest company in the world! Love this!
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,31 Jan 2017 ,Best Workplace,"I think goole is a best place to works (for me).
","Nothing is bad i think in this jobs.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,30 Jan 2017 ,Amazing - though not always perfect - place to work,"Excellent benefits/perks/work environment.
Work with amazingly smart people in a fun environment.
","Not always the most organized / efficient, thought that also adds to the creative/startup culture.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,10 Jan 2017 ,Avoid unless you are 23 and dazzled by free food,"Benefits and the Disneyland brand will impress your friends
","The reality is Google is an ultra-political place where everyone is overqualified so they try to tear others down as their are limited places for advancement. The other problem is you eat breathe and die Google 24/7 and lose touch with reality.
Those in leadership positions exploit middle management and force others to slave away while they do little
Bosses in Asia get by by outright bullying and favouritism; Plus everything that could be done is already done so the work is far from creative and inspiring
Contractors are officially second class citizens and have less privilege and respect
Advice to Management
Remember to be humble, stop exploiting others and go back to your original mission to not be evil
43 people found this review helpful
Helpful
Share
Repor",1.0
 Account Executive,Singapore,1 Jan 2017 ,Account Manager,"New job challenges and glassdoor office
","Free lunch and snack and other benefits
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 People Operations Specialist,Singapore,25 Sept 2016 ,HR Operations Specialist,"Competitive compensation, great perks, flexibility on working hours. Working spacing is really nice as well. Great managers. Possibility to communicate ideas as junior team member
","Becoming really big and hence unavoidable bureaucracy, limited career growth opportunity (hard and slow to get promoted), jobs are mostly mundane grinding work.
10 people found this review helpful
Helpful
Share
Repor",4.0
Anonymous,Singapore,18 Sept 2016 ,Best people to work with and culture,"Google's stringent hiring standards has created a company with excellent employees and a great environment to work in. Colleagues are extremely intelligent, driven, diverse, and accepting.
","The only downside about the culture is that most people at Google are ""type A"" personalities which makes internal competition extremely high.
4 people found this review helpful
Helpful
Share
Repor",5.0
,,1 Oct 2016 ,Pros and Cons - Just Like Any Other Big Company,and ,"- Just Like Any Other Big Company
1 Oct 2016 -  
Recommend
CEO Approval
Business Outlook
Pros
Amazing people who are really talented and bright, loads of employee benefits
Cons
Career development is virtually impossible if you come into the company at senior level. Far too Mountain View centric in recent years - need a more global perspective. Difficult to grow careers after middle management unless you are prepared to move to HQ in the US
Advice to Management
#1 Promote internal senior people into senior roles - don't make the development process so difficult that it becomes a disincentive for hiring managers to develop their senior people. It shouldn't be easier to hire senior people in from outside! You are losing amazing senior leaders.
#2 Create opportunities for staff outside of Mountain View. Hire from your regions - i.e. Leaders with EMEA experience in EMEA, leaders with APAC experience in APAC. Please stop putting random British/American guys into senior leadership roles around the world when they lack the cultural and language skills - grow your local talent.
#3 Understand that people leadership is much more important that functional expertise in senior roles. There are too many 'experts' in senior roles who lack EQ, people management skills and compassion. 
#Need more effort to dismantle the 'boys club'
4 people found this review helpful
Helpful
Share
Repor",3.0
 Business Development Manager,Singapore,9 Sept 2016 ,Best company ever,"Highly intelligent and friendly colleagues and managers. Senior management trusts about employees and often takes time to share business insights.
","Too much inhouse facilities and food that keep employees in the office. Can be stressful if you are unwilling to work hard because colleagues are bright and highly engaged.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Product Marketing Manager,Singapore,29 Apr 2016 ,PMM,"Great place to be working at. Smart people, great projects.
","Large company, becoming very hierarchical.
Advice to Management
Split in smaller units, promote faster, fire faster.
3 people found this review helpful
Helpful
Share
Repor",5.0
 Summer MBA Associate,Singapore,22 May 2016 ,Great place to learn,"Really enjoyed the team, super smart people, cool offices. Offers great exposure to a growing field as well as fantastic perks ranging from massages to delicious food.
","Don't really have much to complain about here
Advice to Management
Don't really have much to say here
Be the first to find this review helpful
Helpful
Share
Repor",4.0
,,8 May 2016 ,Selected for GSoC 2016,"Adds value to your skillset and experience. You learn. Huge stipend !!
","Should send at least two t-shirts and more google goodies
Advice to Management
keep up the work. You are doing a great job organizing such events.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Business Development Manager,Singapore,4 May 2016 ,Google,"Everything about Google is fantastic!
","Very little downside in joining Google!
Advice to Management
One Google
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,9 Apr 2016 ,Advertising online Strategist,"Great work environment, great team. Chances to work with various type of SMBs businesses
","long hours and not very flexible
Advice to Management
to invest more in scalable support
Be the first to find this review helpful
Helpful
Share
Repor",5.0
,"New York, NY",14 Feb 2016 ,Great environment!,"A place where people come together and produce great ideas
","Needs more people to execute at times
Advice to Management
Hire more do-ers
Be the first to find this review helpful
Helpful
Share
Repor",4.0
,,28 Jan 2016 ,Online Advertising Specialist,"Awesome people, great benefits and loads of opportunities
","It is not the best place to get promoted fast
Advice to Management
Nil
Be the first to find this review helpful
Helpful
Share
Repor",5.0
,,21 Jan 2016 ,Business Manager,"smart colleagues, great transparent culture
","extremely competitive, harder to advance given the size of the company
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Chrome Product Specialist,Singapore,30 Jan 2016 ,Good ST Experience,"Special Access to Chromebook products and training by Google Team Lead
Very large google Office and very friendly colleagues
","Cons is lack of management interference
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Singapore,Singapore,24 Jan 2016 ,Good experiences but don't get into all perks,"- Work with all smart people
- Flex hour including working from home
- Great perks and benefits, including medical etc
- Good name in the industry
- Potential to learn a lot of things, including language
","- Your work becomes very functional once the company has grown so fast
- Politics and networking are very important. Working hard and results may not help you to get promote or moving up in your careers
- If this is your first job, you can get spoiled from all the perks. You may find it harder to leave the company 
- More and more competitions within the industry
Advice to Management
How can you motivate and inspire people within the company, especially when the company is very big now.
2 people found this review helpful
Helpful
Share
Repor",4.0
Anonymous,,20 Dec 2015 ,Account Manager,"Great career prospects, company welfare/compensation/benefits. Easy to switch around different roles and markets.
","Google is constantly growing and restructuring. It started as a start-up and now a massive multi-billion dollar business. This transition has raised concerns on preserving the culture and Googleyness amidst the need to grow.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,5 Dec 2015 ,Awesome company,"Worked at Google for 5+ years. Saw the company grow up across Asia and loved every moment of it. Very start up feel, strong talent calibre, and great culture that the management seeks to maintain.
","If you start junior it's very hard to get significant steps up in salary without getting counter offers from competitors. It was one of these counter offers that caused me to leave Google. As Google has matured there's been too much emphasis on sales operations to lead the charge.
Advice to Management
Great job!
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Strategic Partner Manager,Singapore,22 Oct 2015 ,Strategic Partner Manager,"Great and best company to work for, they treat you with care and respect
","You need to always ready to accepting new 10X challenge every quarter in Sales and BD.
Advice to Management
Great, keep doing it
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,29 Aug 2015 ,"So many complacent, untalented people","Good work culture, free food, travel
","This mentality that Google is the place to ""end up."" The sales floor is full of unmotivated, uninspiring, untalented people who are perfectly happy coasting by as they can never get fired. As a young grad who wants to learn and make an impact, it was disappointing. 
Also lots of people get ahead by ""playing the game"" and SO MUCH POLITICS. It was truly sad to see untalented (some even downright stupid) people get ahead.
Advice to Management
Get rid of regional CSI, restructure your sales force.
13 people found this review helpful
Helpful
Share
Repor",3.0
,,14 Aug 2015 ,Excellent company with limitless potential,"awesome food, awesome people, great benefits and culture. once you get in, your next job (if ever) hunt will be a breeze
","everything revolves around Mountain View. hard to get career opportunities if you are working outside of mountain view.

Promotions are a touchy subject.
Advice to Management
Decentralize work and projects to other regions. Though it makes sense for everything to revolve around Googleplex in Mountain View.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,17 Aug 2015 ,Great company - small scope,"Benefits and people are great. Work life balance is respected and you feel like you are taking part in something that is changing the world.
","small scope: Regardless of where you are coming from your scope will significantly shrink at Google and this is a result of a company that is gigantic.
3 people found this review helpful
Helpful
Share
Repor",4.0
 Senior Manager,Singapore,29 Jun 2015 ,Senior Manager,"Great Brand
Good perks
Growing Opportunities
Working with great people
Flexibility
","Bureaucracy creeping in
Some parts particularly on Business side more top down
Compensation less compared to other companies
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,5 Jul 2015 ,Senior Account Manager,"opportunity to know some of the smartest people in this planet
","systems not built for client's greatest interest, unrealistic target, etc
Advice to Management
n/a
Be the first to find this review helpful
Helpful
Share
Repor",3.0
Anonymous,Singapore,10 May 2015 ,Business Analyst,"amazing team, good and open culture
","complacency can creep in if you don't keep yourself updated.
1 person found this review helpful
Helpful
Share
Repor",4.0
 Human Resources Manager,Singapore,15 Feb 2015 ,fabulous place,"brilliant people, great systems & processes
","has become too large & bureaucratic now
Advice to Management
reduce process inefficiencies & bureaucracy
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Product Quality Analyst,Singapore,11 Feb 2015 ,Product quality operation,"Breakfast is very good, you can not get a better breakfast anywhere else.
","Engineer driving company, other functions are relatively in the low area.
1 person found this review helpful
Helpful
Share
Repor",5.0
 Account Manager,,2 Jan 2015 ,Best job ever,"Literally everything
The facilities are incredible and thanks google for helping me! 
Love android!
","Nothing to be honest
Really nothing at all
Everything is great
Nothing
Advice to Management
Good enough thanks!
2 people found this review helpful
Helpful
Share
Repor",5.0
 Sales Administrative,,15 Dec 2014 ,the good the bad,"nice staff
nice pay
nice environment
very very big and spacious office
","long hours
poor mangement attitude
slow carrer management
Advice to Management
learn to retain talents and have consistent discussion with staff regarding working life and leisure balance
3 people found this review helpful
Helpful
Share
Repor",2.0
 Senior Financial Analyst,Singapore,3 Nov 2014 ,Senior Financial Analyst,"Great working culture, autonomy, openness, flatter relative to other orgs, good perks, good work life balance
","Growth in finance is tough...company is getting top heavy
4 people found this review helpful
Helpful
Share
Repor",4.0
 Sales Manager,Singapore,14 Oct 2014 ,SALES AND OPERATIONS AT GOOGLE,"lots of smart people.
ability to meet a lot of clients from all industries
great reputation
benefits are fantastic
ability to travel to various google offices
","The company towards the last part of my tenure has been way too political for my taste.
The other issue is that the company was sometimes too slow to react to certain threats (eg social) which was disappointing
Advice to Management
Figure out ways to make the company less political
Hire less people with consulting background.
8 people found this review helpful
Helpful
Share
Repor",4.0
,,12 Oct 2014 ,Amazing place to work,"Smart folks and great stuff to do.
","long hours, pay is okay and could be higher
Be the first to find this review helpful
Helpful
Share
Repor",5.0
,,10 Oct 2014 ,"Gd perks and great colleagues, fun loving and hard working","Good perks and great colleagues
","Night calls all the time
Advice to Management
Check Asia time
Be the first to find this review helpful
Helpful
Share
Repor",4.0
Anonymous,,9 Oct 2014 ,Awesome experience but happy to leave,"everything they say is true: great perks, work/life balance, decent salary, stocks, food, etc. etc. all amazing.
","too big and corporate these days
Advice to Management
promote more people from within rather than hiring externally.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
,,20 Aug 2014 ,Awesome,"Good work life balance. Plenty of room to grow.
","Salary not too attractive. That said, benefits are great
Be the first to find this review helpful
Helpful
Share
Repor",4.0
Anonymous,,28 Mar 2014 ,Good Company,"1. Google takes amazing care of its employees - be it trainings for work, education program support, or free massages :) 
2. Good people
3. Lots of exposure possible - different products, people, skill sets, locations. It's a world on its own.
","If you are not a self-starter, you may get complacent easily, and stop the learning process completely. Only the people who are very motivated can make the best use of Google culture.
2 people found this review helpful
Helpful
Share
Repor",4.0
 Regional Sales Manager,Singapore,29 Jan 2014 ,"Great experiences, colleagues and learnings","Work culture
Products
Peers and colleagues
Transparency (although some say it's limited these days due to the size of the company)
Lateral approach to problem solving
Focus on people and values
Recognizes ex employees via alumni network - once a Googler, always a Googler- it's a great feeling.
","Getting bureaucratic but that is to be expected due to the size of the company
Advice to Management
Keep up the great work and continue bringing amazing products and technology to the world!
2 people found this review helpful
Helpful
Share
Repor",5.0
,,7 Jan 2014 ,Great company. Excellent work environment.,"Free food. Excellent office location. Smart & motivated colleagues.
","Long days, working for global company means multiple timezone meeting times.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
Anonymous,,15 Sept 2013 ,Amazing company,"The people are fantastic, the work is challenging and the environment is a lot of fun. The perks are a lot of fun. The culture is very open which makes the experience very positive.
","Big organization that is trying hard to stay innovative and flat. More bureaucracy is creeping in. Now that the company is bigger it seems like Google isn't bringing in the same calibre talent it once did and talented people are jumping into leadership roles in other companies.
1 person found this review helpful
Helpful
Share
Repor",5.0
,,3 Oct 2013 ,All that glitters is not gold (YouTube),"All the usual (i) Lifestyle (ii) Perks (iii) Flexibility (iv) Brand name etc.,
","I work at YouTube. It is run like an army camp. Instructions come from top management which have not been well thought through but need to be obeyed, the caliber of some folks in senior management (esp. in functional support teams) is mediocre, protectionism (some folks incl. seniors still there and move ahead because they are protected by their seniors), 360 degree feedback is non existent i.e. promotions are at the whims and fancies of what 1 person perceives/thinks i.e. manager (no collective inputs taken from different stakeholders), territorial wars being fought inside partner management teams, megalomaniacal leadership, complete dismantling of meritocracy (faster promos if you sit in US)......the list goes on and on
Advice to Management
You are just riding on the Google brand. If YouTube was a standalone company, most talented folks would have left. Your employees are unhappy but don't speak up since they want to remain at Google, your partners are unhappy because you cant sell well, the product sucks (comments are the worst, discovery is second worst, you have not innovated anything significant). Revive a culture of meritocracy and innovation.
7 people found this review helpful
Helpful
Share
Repor",1.0
 Business Development Manager,Singapore,31 Jul 2013 ,"An innovative, fast paced, collaborative work environment facing big company challenges with dreams of 'old google' ways","People, innovation, products, benefits, brand
","People, ability to influence the business, career path
Advice to Management
Promote from within, solve your scaling problems (operations), career path needs fixing
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Head of Risk Management,Singapore,7 Jul 2013 ,Head of Risk Management,"Care people, very good food and welfare benifit. Always encourage innovation and people are willing to help to resolve problems. You can feel you are working with a group of people with all kinds of talents.
","For some teams, the structure is too flat so that the efficiency is not very good. Risk management is still very new to all the teams and still need lots of education efforts
2 people found this review helpful
Helpful
Share
Repor",5.0
 Analyst,Singapore,29 Jun 2013 ,The best company to work for,"- Extremely people oriented
 - Great perks
 - Big focus on developing talent
 - Amazing people to work with
","- Could get slightly bureaucratic
Advice to Management
- Focus on keeping the organization nimble and cut out the fat
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,9 Apr 2013 ,"Amazing, great place to work","Work Culture, Management, Teams, international exposure
","Payscale, regional movement, horizontal movement
Be the first to find this review helpful
Helpful
Share
Repor",5.0
,,13 Mar 2013 ,Industry analyst intern,"Best place to co-work and friendly mood
","it does not have any defects
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Program Manager,"Mountain View, CA",21 Jun 2013 ,"Moving at the speed of light, burn out is inevitable","1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day.

2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc.

3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive. 

4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse).

5) With so many departments, focus areas, and products, *in theory*, you should have plenty of opportunity to grow your career (horizontally or vertically). In practice, not true. 

6) You get to work with some of the brightest, most innovative and hard-working/diligent minds in the industry. There's a ""con"" to that, too (see below).
","1) Work/life balance. What balance? All those perks and benefits are an illusion. They keep you at work and they help you to be more productive. I've never met anybody at Google who actually time off on weekends or on vacations. You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so - and it inevitably trickles down. I don't know if Google inadvertently hires the work-a-holics or if they create work-a-holics in us. Regardless, I have seen way too many of the following: marriages fall apart, colleagues choosing work and projects over family, colleagues getting physically sick and ill because of stress, colleagues crying while at work because of the stress, colleagues shooting out emails at midnight, 1am, 2am, 3am. It is absolutely ridiculous and something needs to change.

2) Poor management. I think the issue is that, a majority of people love Google because they get to work on interesting technical problems - and these are the people that see little value in learning how to develop emotional intelligence. Perhaps they enjoy technical problems because people are too ""difficult."" People are promoted into management positions - not because they actually know how to lead/manage, but because they happen to be smart or because there is no other path to grow into. So there is a layer of intelligent individuals who are horrible managers and leaders. Yet, there is no value system to actually do anything about that because ""emotional intelligence"" or ""adaptive leadership"" are not taken seriously.

3) Jerks. Sure, there are a lot of brilliant people - but, sadly, there are also a lot of jerks (and, many times, they are one and the same). Years ago, that wasn't the case. I don't know if the pool of candidates is getting smaller, or maybe all the folks with great personalities cashed out and left, or maybe people are getting burned out and it's wearing on their personality and patience. I've heard stories of managers straight-up cussing out their employees and intimidating/scaring their employees into compliance.

4) It's a giant company now and, inevitably, it has become slower moving and is now layered with process and bureaucracy. So many political battles, empire building, territory grabbing. Google says, ""Don't be evil."" But, that practice doesn't seem to be put into place when it comes to internal practices. :(
Advice to Management
1) Don't dismiss emotional intelligence and adaptive leadership. They're not just catch phases. You need great managers and leaders in order to build great companies and develop great employees. The people who may be brilliant at solving technical issues may not be (and are most often, not) the best candidates for management. 

2) Do something about that work-ife balance. Don't just have a bunch of pow-wows and tech talks and discussions about it. Leadership should actually model it. Consider re-evaluating how work is done; what processes are in place that are inefficient and ineffective and need to be updated or removed? 

3) Don't forget that there is already a pool of incredibly talented people within the company. If career development is really a goal at Google, then do it. Don't just hire from the outside. Take the time to help your employees develop their careers - then maybe you won't lose some of the great ones, and maybe you'll have prevent some of that burn out and disillusionment.
3459 people found this review helpful
Helpful
Share
Repor",4.0
 Software Engineer III,"New York, NY",10 May 2014 ,"Great balance between big-company security and fun, fast-moving projects","* If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused).
* The perks are amazing. Yes, free breakfast, lunch, an dinner every weekday. Aaaaaamazing holiday parties (at Waldorf Astoria, NY Public Library, MoMA, etc.); overnight ski trips to Vermont; overnight nature trips to the Poconos in the summer; summer picnics at Chelsea piers; and on and on and on. I don't see this going away unless the company starts hurting financially.
* Speaking of which, the company is doing quite well, which reflects in bonuses and equity grants.
* There a huge diversity of work ranging from defending independent journalism worldwide (Google Project Shield) to crisis response during disasters (see Maps during Hurricane Sandy or Tsunamis), to the best machine learning experts and projects in the world, to more mundane revenue-driving projects in advertising, there's really something for everybody.
* It's easy to move around within the company as long as you're in good standing (the vast majority of engineers are).
* The company is amazingly open: every week Larry Page and Sergey Brin host what's called TGIF where food, beer, wine, etc. is served, a new project is presented, and afterward there's an open forum to ask the executives anything you want. It's truly fair game to ask anything, no matter how controversial, and frequently the executives will be responsive.
* No, nobody cares if you use an iPhone, Facebook, shop with Amazon, stream using Spotify, or refuse to use Google+. The company is amazingly open and flexible.

Neither pro nor con, but general information on work-life balance, promotions, and advancement.
* Work life balance can be what you want it to be on most teams. (Some teams are in more competitive sectors and require more crazy hours all the time - but very few of them). If you do what's expected, you'll be fine at least for a handful of years. Working a roughly 40 hour work week is possible, and many people do it. There are also people who are hyper-motived and work like crazy just because they love it, or because they're competitive, or they want to get a promotion. If you work 40 hour weeks without putting in anything extra, you'll fall behind them as they advance and you stand still - and maybe that doesn't matter, so it works out for everybody. But at least know where you would realistically stand.
* If you excel and work your butt off, you'll be compensated and promoted. If you let yourself be a code monkey, and just sit coding with your head down all day, you'll be fine but won't advance. A big complaint from some Googlers is about not being able to advance ""even at Google"" with pure coding. Sure, if you're the uber genius who created MapReduce and Bigtable, you're going to advance like a rocket without having to do anything but coding; but if you're like most engineers at Google -- smarter than average, but just average compared to other Googlers -- you're just a good coder and not revolutionary. Code monkeys are important to actually get stuff done, and to be sure you absolutely need to be a good coder as a software engineer (it's the minimum requirement), but code monkeys won't advance because they're not leaders and they're easy to replace. To get promoted you need to lead and do more than just code. There are plenty of ways to lead other than being an official tech lead, so this isn't actually _that_ hard, so the real point is just that you can't just sit there coding what other people tell you to code all day and expect to advance.
","* It *is* becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, cross-divisional tension (though nothing remotely approaching that of Microsoft's internal tension).
* The quality of the engineers is possibly dropping, but possibly not. It's hard to get real metrics, because as the absolute number of people grows, naturally the number of bad apples grows; as a percentage it's supposedly the same as it ever was, but with larger numbers of poorer quality engineers it just _feels_ like things might be changing for the worse.
* Also with growth means more internal-confidential data leaks (again, because of the raw numbers of people) -- product announcements being ruined, etc. That means the company has to be tighter-lipped internally to avoid leaks, which makes things less open. It's still an amazingly open place, but less so than it was even a couple years ago. The good thing is they recognize it and actively look to improve things because they know how important it is to keep the good culture.
Advice to Management
Keep the focus on the user. Everything else will follow.
1083 people found this review helpful
Helpful
Share
Repor",5.0
 Software Developer,Bangalore,21 May 2022 ,Sde,"Everything is good in terms of work
","No cons at all with work
Advice to Management
None
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,21 May 2022 ,Great place to work,"- Great pay
- Super smart coworkers
","- Slow promotions
- Return to office
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Accounting Manager,,21 May 2022 ,Accounting,"Pay well for the job
","Can work long hours with those
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Senior Product Marketing Manager,"London, England",20 May 2022 ,Respectful but intense & messy,"- collaborative and respectful working culture
- competitive salary especially as of certain level of seniority
- ability to shape the program you manage based on your ability to make a business case and influence stakeholders
","- intense, messy and constantly changing priorities
- lack of clarity on roles & responsibilities especially between global/ regional/ local roles despite many central efforts
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Financial Analyst,,20 May 2022 ,Great company,"Good colleagues and great working environment
","Had to work overtime many times.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,"Kirkland, WA",20 May 2022 ,Internal Mobility FTW,"* The internal transfer process is easy and encouraged. If your team isn't working for you, it is possible to find a new one that is a better fit or more interesting.
* There are fully remote and hybrid work options.
* The food and other benefits are nice.
* Work-life-balance is good once you find a team that fits your lifestyle and ambitions.
","* Now that Google is so big, there is a lot more corporate red tape and friction.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Associate,"San Francisco, CA",20 May 2022 ,Great,"Great people great culture great perks
","slow, lots of meetings, weird mgmt
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Self Employed,,20 May 2022 ,Wonderful,"Creative, flexible, project based, easy as falling off a log.
","None, none, none, none, none.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Engineer,,20 May 2022 ,good,"best work place for young people
","hard work with over time work
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,20 May 2022 ,Google,"Benefits, takes care of people
","Crowded and teams doing duplicative work
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Office Manager,"Dallas, TX",20 May 2022 ,Great,"They have a great work environment.
","Not much room to grow.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Big Data Engineer,Bangalore,21 May 2022 ,Google experience,"Great work-life balance, and great work culture.
","Working there is harder on the mind, as we are constantly expected to make a great solution/products.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,21 May 2022 ,Great,"Experience is very much great
","A lot of work to do
Be the first to find this review helpful
Helpful
Share
Repor",5.0
